N,T,edge_per_t,tot_edges,epsilon,epsilon0,mu,epsilon_estimated,time,epochs_pgabm,distance_epsilon,method
2154,100,4,400,0.1486656907536361,0.25,0.9453084399999496,0.1478,1.6405000686645508,,0.0008656907536361,msm_20_batches
2154,464,4,1856,0.0138030059772518,0.25,0.4255613902615469,0.0217,3.389014720916748,,0.0078969940227481,msm_20_batches
2154,2154,4,8616,0.2967162247323105,0.25,0.1815649528392305,0.2819,21.76568555831909,,0.0148162247323104,msm_20_batches
2154,10000,4,40000,0.4219202144655944,0.25,0.0028070519830957,0.4141,359.14478516578674,,0.0078202144655943,msm_20_batches
10000,100,4,400,0.1905080620311071,0.25,0.8352716024899659,0.1873,1.3365483283996582,,0.003208062031107,msm_20_batches
10000,464,4,1856,0.3749291553630717,0.25,0.1922500168221477,0.3388,3.818293809890747,,0.0361291553630717,msm_20_batches
10000,2154,4,8616,0.2555707391485641,0.25,0.0917123651090931,0.246,22.06580662727356,,0.009570739148564,msm_20_batches
10000,10000,4,40000,0.2704759024810943,0.25,0.0150040522962678,0.255,365.65021276474,,0.0154759024810943,msm_20_batches
100,100,1,100,0.4797171605308762,0.25,0.0801036438060492,0.4416,1.018955945968628,,0.0381171605308761,msm_20_batches
100,464,1,464,0.4019804457493234,0.25,0.9046310029362428,0.3792,1.2148220539093018,,0.0227804457493233,msm_20_batches
100,2154,1,2154,0.0161615333117869,0.25,0.3436900441538888,0.0169,5.079550504684448,,0.000738466688213,msm_20_batches
100,10000,1,10000,0.3546936256156475,0.25,0.1061394876952279,0.3457,151.8356900215149,,0.0089936256156475,msm_20_batches
464,100,1,100,0.232500740781753,0.25,0.494116265896325,0.2566,1.2695326805114746,,0.0240992592182469,msm_20_batches
464,464,1,464,0.4737744706975499,0.25,0.1321611419429381,0.4472,2.19827938079834,,0.0265744706975498,msm_20_batches
464,2154,1,2154,0.1107163671617441,0.25,0.1916936479939025,0.1229,6.885133504867554,,0.0121836328382558,msm_20_batches
464,10000,1,10000,0.1335360098421829,0.25,0.0152377618064642,0.1373,145.39899373054504,,0.0037639901578171,msm_20_batches
2154,100,1,100,0.040736982438631,0.25,0.5079216999452875,0.0515,1.0303947925567627,,0.010763017561369,msm_20_batches
2154,464,1,464,0.2143094143318932,0.25,0.2615495518329871,0.2213,1.5144667625427246,,0.0069905856681067,msm_20_batches
2154,2154,1,2154,0.0545093820095341,0.25,0.3315335272820723,0.0653,8.32829761505127,,0.0107906179904658,msm_20_batches
2154,10000,1,10000,0.3168933803059589,0.25,0.0216130657394473,0.317,155.40288257598877,,0.000106619694041,msm_20_batches
10000,100,1,100,0.4014816186868689,0.25,0.7875518396525072,0.4068,1.0747780799865725,,0.005318381313131,msm_20_batches
10000,464,1,464,0.3484002480600892,0.25,0.1065838767888011,0.3235,1.2012546062469482,,0.0249002480600892,msm_20_batches
10000,2154,1,2154,0.3831056905378852,0.25,0.9152356766139162,0.377,7.92107367515564,,0.0061056905378852,msm_20_batches
10000,10000,1,10000,0.1712270599217599,0.25,0.0354322328876834,0.1569,150.7154097557068,,0.0143270599217598,msm_20_batches
100,100,2,200,0.4229257415138388,0.25,0.5724051124346493,0.4389,1.25858736038208,,0.0159742584861611,msm_20_batches
100,464,2,928,0.2143843874997212,0.25,0.0448453345890881,0.2221,2.162451982498169,,0.0077156125002787,msm_20_batches
100,2154,2,4308,0.4120049352061594,0.25,0.365420747286831,0.4337,13.766282320022585,,0.0216950647938406,msm_20_batches
100,10000,2,20000,0.3132480793121469,0.25,0.0189605947818296,0.3241,176.15876746177673,,0.0108519206878531,msm_20_batches
464,100,2,200,0.0717115243351224,0.25,0.5279039784081266,0.0736,1.191648244857788,,0.0018884756648775,msm_20_batches
464,464,2,928,0.0391934499274739,0.25,0.7400775431590716,0.0432,1.791351318359375,,0.004006550072526,msm_20_batches
464,2154,2,4308,0.0091663214565036,0.25,0.0696060747062469,0.0079,10.197940111160278,,0.0012663214565036,msm_20_batches
464,10000,2,20000,0.0333624988196782,0.25,0.0551087174186971,0.0421,184.3925278186798,,0.0087375011803217,msm_20_batches
2154,100,2,200,0.2292919068542159,0.25,0.2166172083287794,0.2206,0.8614394664764404,,0.0086919068542158,msm_20_batches
2154,464,2,928,0.0566709613837952,0.25,0.7591960493171447,0.0574,1.4595158100128174,,0.0007290386162047,msm_20_batches
2154,2154,2,4308,0.0138916744243349,0.25,0.3356152244922069,0.0117,13.773993492126465,,0.0021916744243349,msm_20_batches
2154,10000,2,20000,0.3774307406952337,0.25,0.0176549034277083,0.3893,182.63601303100583,,0.0118692593047663,msm_20_batches
10000,100,2,200,0.1974252402303197,0.25,0.8619665576670734,0.194,0.883056640625,,0.0034252402303197,msm_20_batches
10000,464,2,928,0.3734692478037625,0.25,0.0197750995163442,0.3687,1.865616798400879,,0.0047692478037625,msm_20_batches
10000,2154,2,4308,0.2262024133732257,0.25,0.3993672225734054,0.2227,10.925688743591309,,0.0035024133732257,msm_20_batches
10000,10000,2,20000,0.2250433735003805,0.25,0.0558903811160938,0.2134,197.7629656791687,,0.0116433735003805,msm_20_batches
100,100,4,400,0.2390362533589154,0.25,0.4032204721058492,0.1989,0.9091756343841552,,0.0401362533589154,msm_20_batches
100,464,4,1856,0.237001963281097,0.25,0.7587469310223366,0.2226,2.4125609397888184,,0.0144019632810969,msm_20_batches
100,2154,4,8616,0.4015816710570848,0.25,0.1664180598171935,0.3643,16.241029262542725,,0.0372816710570848,msm_20_batches
100,10000,4,40000,0.2011962599288679,0.25,0.0493663087404213,0.196,259.3289649486542,,0.0051962599288679,msm_20_batches
464,100,4,400,0.4523430801718115,0.25,0.2780850486129828,0.4408,0.8299260139465332,,0.0115430801718114,msm_20_batches
464,464,4,1856,0.0185305239770179,0.25,0.0037936724093425,0.0822,2.802390813827514,,0.063669476022982,msm_20_batches
464,2154,4,8616,0.3869371713602093,0.25,0.2167833352634373,0.3991,14.422531604766846,,0.0121628286397906,msm_20_batches
464,10000,4,40000,0.0628206905688694,0.25,0.0428948552268946,0.072,257.36625623703003,,0.0091793094311306,msm_20_batches
2154,100,4,400,0.3092567834560427,0.25,0.7288508775192559,0.2838,1.1481666564941406,,0.0254567834560427,msm_20_batches
2154,464,4,1856,0.0051821306676159,0.25,0.5166887829215384,0.031,1.917961597442627,,0.025817869332384,msm_20_batches
2154,2154,4,8616,0.2693136412881735,0.25,0.1641031209955341,0.2471,14.304319858551024,,0.0222136412881734,msm_20_batches
2154,10000,4,40000,0.0015089783097981,0.25,0.0390264778438371,0.007,236.2622365951538,,0.0054910216902018,msm_20_batches
10000,100,4,400,0.4755968927451022,0.25,0.3748759435368594,0.4839,0.5958187580108643,,0.0083031072548977,msm_20_batches
10000,464,4,1856,0.452701016851389,0.25,0.7703225253299576,0.4965,1.8378615379333496,,0.0437989831486109,msm_20_batches
10000,2154,4,8616,0.3979834709711347,0.25,0.1742396284064938,0.3733,12.40026307106018,,0.0246834709711346,msm_20_batches
10000,10000,4,40000,0.4576371599573937,0.25,0.0306605605772129,0.4594,199.7091324329376,,0.0017628400426062,msm_20_batches
100,100,1,100,0.4630907133532268,0.25,0.145558231158397,0.4719,1.2604200839996338,,0.0088092866467732,msm_50_batches
100,464,1,464,0.459366717816803,0.25,0.1577300698705332,0.4689,2.871192693710327,,0.0095332821831969,msm_50_batches
100,2154,1,2154,0.1974378064617774,0.25,0.1742169664832256,0.1884,11.449727058410645,,0.0090378064617774,msm_50_batches
100,10000,1,10000,0.4816312642203559,0.25,0.1244991804599842,0.4598,159.41572761535645,,0.0218312642203558,msm_50_batches
464,100,1,100,0.0869778333402321,0.25,0.905809496008302,0.0956,1.253861427307129,,0.0086221666597678,msm_50_batches
464,464,1,464,0.0631647597198186,0.25,0.9899551783590737,0.0825,2.053422451019287,,0.0193352402801813,msm_50_batches
464,2154,1,2154,0.0675395790233656,0.25,0.6602808345086499,0.0662,13.31479549407959,,0.0013395790233656,msm_50_batches
464,10000,1,10000,0.2528310828384483,0.25,0.146360081828459,0.2515,151.0092911720276,,0.0013310828384483,msm_50_batches
2154,100,1,100,0.0107624026370989,0.25,0.9092932045442544,0.0125,0.9946837425231934,,0.001737597362901,msm_50_batches
2154,464,1,464,0.4739851056088405,0.25,0.4008737323711209,0.4643,2.6172165870666504,,0.0096851056088404,msm_50_batches
2154,2154,1,2154,0.4135577355853662,0.25,0.2319876325209255,0.4218,10.792978763580322,,0.0082422644146337,msm_50_batches
2154,10000,1,10000,0.0075094903710611,0.25,0.0346860341574245,0.0144,131.54379153251648,,0.0068905096289388,msm_50_batches
10000,100,1,100,0.0880981277875276,0.25,0.119457050333729,0.0981,1.123880386352539,,0.0100018722124723,msm_50_batches
10000,464,1,464,0.1660317871834185,0.25,0.8126105880328287,0.1604,2.265288591384888,,0.0056317871834184,msm_50_batches
10000,2154,1,2154,0.0654984224054584,0.25,0.1362974683539862,0.0683,10.646856546401978,,0.0028015775945415,msm_50_batches
10000,10000,1,10000,0.404745346063291,0.25,0.0528594965453801,0.4006,119.50466322898863,,0.004145346063291,msm_50_batches
100,100,2,200,0.1723683263416467,0.25,0.8190891786335308,0.1557,1.140509843826294,,0.0166683263416467,msm_50_batches
100,464,2,928,0.4700537411666836,0.25,0.31058725179421,0.4735,2.925134420394897,,0.0034462588333164,msm_50_batches
100,2154,2,4308,0.29100708997354,0.25,0.4560898093282,0.2993,16.50780177116394,,0.0082929100264599,msm_50_batches
100,10000,2,20000,0.439415992205922,0.25,0.0266638702151635,0.4424,242.2319183349609,,0.0029840077940779,msm_50_batches
464,100,2,200,0.4223672226961109,0.25,0.5336533449712114,0.4314,1.1194572448730469,,0.009032777303889,msm_50_batches
464,464,2,928,0.4526961593543246,0.25,0.3144670111858496,0.4465,2.9502670764923096,,0.0061961593543246,msm_50_batches
464,2154,2,4308,0.2299401329084034,0.25,0.4228286124298224,0.2318,16.986401557922363,,0.0018598670915965,msm_50_batches
464,10000,2,20000,0.2731734080101866,0.25,0.0366556643851234,0.2765,257.8215653896332,,0.0033265919898133,msm_50_batches
2154,100,2,200,0.3993017955760197,0.25,0.4335923272731645,0.4201,1.1720714569091797,,0.0207982044239803,msm_50_batches
2154,464,2,928,0.1428594258670737,0.25,0.5122926922783614,0.1457,3.040172815322876,,0.0028405741329262,msm_50_batches
2154,2154,2,4308,0.2451267613099638,0.25,0.4358804444613339,0.2501,17.135444164276123,,0.0049732386900361,msm_50_batches
2154,10000,2,20000,0.2995551538229392,0.25,0.003094900627115,0.2992,244.1918413639069,,0.0003551538229391,msm_50_batches
10000,100,2,200,0.0077666377754178,0.25,0.7168786636316892,0.0249,1.2510430812835691,,0.0171333622245821,msm_50_batches
10000,464,2,928,0.2967407040983186,0.25,0.8910189542923389,0.2986,3.006431818008423,,0.0018592959016814,msm_50_batches
10000,2154,2,4308,0.2168381744947291,0.25,0.0126681631928824,0.2078,18.84572982788086,,0.0090381744947291,msm_50_batches
10000,10000,2,20000,0.4036802644424207,0.25,0.052205124725251,0.3993,287.68513560295105,,0.0043802644424206,msm_50_batches
100,100,4,400,0.1576224015476864,0.25,0.3259898117700253,0.1222,1.7590696811676023,,0.0354224015476864,msm_50_batches
100,464,4,1856,0.4464443542625756,0.25,0.8594893208655858,0.4311,4.772326469421387,,0.0153443542625756,msm_50_batches
100,2154,4,8616,0.2889286076422677,0.25,0.1296463674379103,0.2836,30.076788663864136,,0.0053286076422677,msm_50_batches
100,10000,4,40000,0.0920051008137325,0.25,0.0345113934081373,0.0698,806.738171339035,,0.0222051008137325,msm_50_batches
464,100,4,400,0.3939646169127521,0.25,0.4528534999515374,0.3853,2.300855875015259,,0.0086646169127521,msm_50_batches
464,464,4,1856,0.3060155885224669,0.25,0.6283090375213571,0.3084,6.967962265014648,,0.002384411477533,msm_50_batches
464,2154,4,8616,0.0269546360368764,0.25,0.067339102063005,0.0355,37.6328821182251,,0.0085453639631235,msm_50_batches
464,10000,4,40000,0.2100968400005661,0.25,0.0004674288983257,0.226,1257.154329538345,,0.0159031599994338,msm_50_batches
2154,100,4,400,0.3395344182827148,0.25,0.5767559349870908,0.3506,3.824737548828125,,0.0110655817172852,msm_50_batches
2154,464,4,1856,0.4593008889887629,0.25,0.3114442141324628,0.4487,9.885668754577637,,0.0106008889887628,msm_50_batches
2154,2154,4,8616,0.0002010124456787,0.25,0.120071401694784,0.0077,65.1640977859497,,0.0074989875543212,msm_50_batches
2154,10000,4,40000,0.4883795745155298,0.25,0.0458202926526948,0.4876,1065.6899554729462,,0.0007795745155297,msm_50_batches
10000,100,4,400,0.1882901573728872,0.25,0.426474788501396,0.2095,3.5981554985046387,,0.0212098426271127,msm_50_batches
10000,464,4,1856,0.4868917691791612,0.25,0.2473960366023854,0.4481,11.806320190429688,,0.0387917691791612,msm_50_batches
10000,2154,4,8616,0.3023580504870265,0.25,0.0861870383656115,0.316,68.51245355606079,,0.0136419495129734,msm_50_batches
10000,10000,4,40000,0.4144229039903465,0.25,0.046593055831827,0.4164,1070.0157458782196,,0.0019770960096535,msm_50_batches
100,100,1,100,0.2873557523540511,0.25,0.9368683813090936,0.3059,1.9206933975219729,,0.0185442476459488,msm_50_batches
100,464,1,464,0.3140380991536752,0.25,0.8443299485657132,0.2904,4.789102792739868,,0.0236380991536752,msm_50_batches
100,2154,1,2154,0.1427881408478469,0.25,0.8544164478232688,0.1429,24.425893783569336,,0.000111859152153,msm_50_batches
100,10000,1,10000,0.2934166703280415,0.25,0.0455800579902633,0.2967,406.8109166622162,,0.0032833296719585,msm_50_batches
464,100,1,100,0.3750108818513299,0.25,0.0874822095535908,0.3853,3.052885770797729,,0.01028911814867,msm_50_batches
464,464,1,464,0.4291569182145212,0.25,0.2273097362846887,0.4333,5.5199010372161865,,0.0041430817854788,msm_50_batches
464,2154,1,2154,0.3775410942338401,0.25,0.2919002935135101,0.3843,23.419448375701904,,0.0067589057661599,msm_50_batches
464,10000,1,10000,0.3490286242236515,0.25,0.0349531752712623,0.3514,534.5540661811829,,0.0023713757763484,msm_50_batches
2154,100,1,100,0.4322397150272999,0.25,0.6070941619724605,0.4424,3.284209728240967,,0.0101602849727001,msm_50_batches
2154,464,1,464,0.1613404984183732,0.25,0.4135864150011613,0.1504,5.888079881668091,,0.0109404984183732,msm_50_batches
2154,2154,1,2154,0.3353943953937936,0.25,0.7579865476575804,0.342,27.07663655281067,,0.0066056046062064,msm_50_batches
2154,10000,1,10000,0.2254369682066745,0.25,0.0370260796538061,0.2214,520.8132121562958,,0.0040369682066745,msm_50_batches
10000,100,1,100,0.1910513760157586,0.25,0.7018765297563104,0.1665,2.523106813430786,,0.0245513760157586,msm_50_batches
10000,464,1,464,0.2054056749610928,0.25,0.2403556248491388,0.2063,5.825674772262573,,0.0008943250389072,msm_50_batches
10000,2154,1,2154,0.2007397917347703,0.25,0.5331653563981984,0.2118,29.723917484283447,,0.0110602082652297,msm_50_batches
10000,10000,1,10000,0.1586919729791384,0.25,0.0697975194441577,0.1585,651.0156326293945,,0.0001919729791384,msm_50_batches
100,100,2,200,0.3109596839601507,0.25,0.0569643994828327,0.2957,2.258539915084839,,0.0152596839601507,msm_50_batches
100,464,2,928,0.2151236354106321,0.25,0.2288136709603758,0.2178,7.70136570930481,,0.0026763645893678,msm_50_batches
100,2154,2,4308,0.4869010389636261,0.25,0.3083113070356515,0.4476,45.06653308868408,,0.0393010389636261,msm_50_batches
100,10000,2,20000,0.3389004457171555,0.25,0.0497250093360531,0.3422,1039.6353800296783,,0.0032995542828444,msm_50_batches
464,100,2,200,0.0992849442135554,0.25,0.5190159840736788,0.0885,5.395024538040161,,0.0107849442135554,msm_50_batches
464,464,2,928,0.2133505046740164,0.25,0.1747201501089225,0.2224,9.28221583366394,,0.0090494953259836,msm_50_batches
464,2154,2,4308,0.1716731198872115,0.25,0.2649562913399519,0.1783,59.39964938163757,,0.0066268801127885,msm_50_batches
464,10000,2,20000,0.3988194019792833,0.25,0.099675342520821,0.3958,1072.611071586609,,0.0030194019792832,msm_50_batches
2154,100,2,200,0.4399991442817159,0.25,0.8168351087916219,0.4625,3.766288280487061,,0.0225008557182841,msm_50_batches
2154,464,2,928,0.451920977913186,0.25,0.5943726238309778,0.4515,7.936123132705688,,0.0004209779131859,msm_50_batches
2154,2154,2,4308,0.3313599061876311,0.25,0.4531054170524164,0.335,43.71649980545044,,0.0036400938123689,msm_50_batches
2154,10000,2,20000,0.1351041310148789,0.25,0.0901562584669321,0.1342,661.0103876590729,,0.0009041310148788,msm_50_batches
10000,100,2,200,0.1261833507522948,0.25,0.5956079336026455,0.1401,3.3311338424682617,,0.0139166492477051,msm_50_batches
10000,464,2,928,0.4274489713487012,0.25,0.0324263253144571,0.4187,5.824597358703613,,0.0087489713487011,msm_50_batches
10000,2154,2,4308,0.2638573231543733,0.25,0.0434434056719966,0.259,39.35070610046387,,0.0048573231543733,msm_50_batches
10000,10000,2,20000,0.401080542002299,0.25,0.0065371715042226,0.3985,630.8654747009277,,0.002580542002299,msm_50_batches
100,100,4,400,0.2862442585958031,0.25,0.4517331486914753,0.2971,3.793170928955078,,0.0108557414041968,msm_50_batches
100,464,4,1856,0.3665712626437555,0.25,0.3754348331678577,0.3436,11.64785122871399,,0.0229712626437555,msm_50_batches
100,2154,4,8616,0.2595058137320279,0.25,0.2264043719290358,0.2682,64.96151375770569,,0.008694186267972,msm_50_batches
100,10000,4,40000,0.385441955250944,0.25,0.0083991646599807,0.3762,1016.7356374263765,,0.0092419552509439,msm_50_batches
464,100,4,400,0.2844289953523577,0.25,0.9727875919326552,0.3358,3.257008552551269,,0.0513710046476422,msm_50_batches
464,464,4,1856,0.2328549392959904,0.25,0.7674748688630131,0.254,9.421390533447266,,0.0211450607040095,msm_50_batches
464,2154,4,8616,0.1713444539766409,0.25,0.191327260822771,0.17,62.244354486465454,,0.0013444539766408,msm_50_batches
464,10000,4,40000,0.034104674208352,0.25,0.0316307908388998,0.0342,993.1892292499542,,9.532579164794192e-05,msm_50_batches
2154,100,4,400,0.1889620896640499,0.25,0.668732770206732,0.1666,2.5575242042541504,,0.0223620896640499,msm_50_batches
2154,464,4,1856,0.0398130388491261,0.25,0.4768823335211933,0.0592,10.660762310028076,,0.0193869611508738,msm_50_batches
2154,2154,4,8616,0.4914085568652225,0.25,0.003049293621883,0.4612,60.06749248504639,,0.0302085568652225,msm_50_batches
2154,10000,4,40000,0.0908064256653818,0.25,0.0176503042770912,0.0807,1051.0691509246826,,0.0101064256653818,msm_50_batches
10000,100,4,400,0.4059293488602699,0.25,0.4920718014935584,0.3905,3.164360284805298,,0.0154293488602698,msm_50_batches
10000,464,4,1856,0.437480822477949,0.25,0.7300912110901043,0.4202,9.208013534545898,,0.017280822477949,msm_50_batches
10000,2154,4,8616,0.3442066261929716,0.25,0.1087809523551785,0.3387,68.14374876022339,,0.0055066261929716,msm_50_batches
10000,10000,4,40000,0.2847472063726878,0.25,0.0228702458044715,0.2685,1037.604662179947,,0.0162472063726878,msm_50_batches
100,100,1,100,0.0804857184078043,0.25,0.1376627409456031,0.1239,2.3495984077453613,,0.0434142815921956,msm_50_batches
100,464,1,464,0.2334400113816531,0.25,0.0108887338034789,0.2521,5.193119525909424,,0.0186599886183468,msm_50_batches
100,2154,1,2154,0.1725860255776075,0.25,0.7040652372116957,0.1746,24.16865992546081,,0.0020139744223925,msm_50_batches
100,10000,1,10000,0.1125199789070423,0.25,0.0639905676155356,0.116,544.3454337120056,,0.0034800210929577,msm_50_batches
464,100,1,100,0.2962559343828984,0.25,0.9843834501935108,0.2913,2.1267576217651367,,0.0049559343828983,msm_50_batches
464,464,1,464,0.1561349188509584,0.25,0.220234226159156,0.154,5.418504476547241,,0.0021349188509584,msm_50_batches
464,2154,1,2154,0.4581527767341753,0.25,0.3144921313664621,0.4517,21.78598427772522,,0.0064527767341753,msm_50_batches
464,10000,1,10000,0.4548177624757785,0.25,0.1047792271332263,0.4498,420.697015285492,,0.0050177624757785,msm_50_batches
2154,100,1,100,0.1285591468910981,0.25,0.7548914570605327,0.1387,2.4376556873321533,,0.0101408531089019,msm_50_batches
2154,464,1,464,0.0554456503720146,0.25,0.4638577839002956,0.0624,4.370868444442749,,0.0069543496279854,msm_50_batches
2154,2154,1,2154,0.0964813660095564,0.25,0.1158983687202194,0.1005,22.653514623641968,,0.0040186339904435,msm_50_batches
2154,10000,1,10000,0.249792085339443,0.25,0.0625002756984099,0.2483,413.52916717529297,,0.001492085339443,msm_50_batches
10000,100,1,100,0.3642928339872981,0.25,0.5045191697009946,0.3707,2.129933834075928,,0.0064071660127019,msm_50_batches
10000,464,1,464,0.1040972192043957,0.25,0.6738490080168676,0.0986,5.135641098022461,,0.0054972192043957,msm_50_batches
10000,2154,1,2154,0.1240167791886153,0.25,0.7150881674206984,0.1211,21.23789691925049,,0.0029167791886153,msm_50_batches
10000,10000,1,10000,0.4258359374681835,0.25,0.0260671561908708,0.4208,408.7799108028412,,0.0050359374681834,msm_50_batches
100,100,2,200,0.2079243591337636,0.25,0.0229151313223817,0.2128,2.52288031578064,,0.0048756408662363,msm_50_batches
100,464,2,928,0.3083425335776181,0.25,0.5190823222119895,0.3077,4.823409080505371,,0.000642533577618,msm_50_batches
100,2154,2,4308,0.116833069619625,0.25,0.376039327141326,0.1132,29.578850746154785,,0.003633069619625,msm_50_batches
100,10000,2,20000,0.0509836297128987,0.25,0.0012603767029876,0.0494,543.095641374588,,0.0015836297128987,msm_50_batches
464,100,2,200,0.2579285084842649,0.25,0.6724698446537339,0.2476,2.463564395904541,,0.0103285084842648,msm_50_batches
464,464,2,928,0.2385704935248911,0.25,0.6868082266569918,0.2478,7.370650291442871,,0.0092295064751088,msm_50_batches
464,2154,2,4308,0.0763358220465816,0.25,0.2085639524543349,0.0684,31.5258264541626,,0.0079358220465816,msm_50_batches
464,10000,2,20000,0.3109031158702077,0.25,0.0914788686741934,0.3083,525.0515065193176,,0.0026031158702077,msm_50_batches
2154,100,2,200,0.272005059406969,0.25,0.6443610847569929,0.294,2.2301061153411865,,0.0219949405930309,msm_50_batches
2154,464,2,928,0.3270686734853721,0.25,0.0052398376514658,0.3118,5.300309896469116,,0.0152686734853721,msm_50_batches
2154,2154,2,4308,0.0722727700623299,0.25,0.224897142764334,0.0731,31.87733602523804,,0.00082722993767,msm_50_batches
2154,10000,2,20000,0.3757639085676219,0.25,0.08593178060976,0.3793,550.9542150497437,,0.003536091432378,msm_50_batches
10000,100,2,200,0.1110245698999613,0.25,0.8303995700373394,0.1138,2.7246198654174805,,0.0027754301000386,msm_50_batches
10000,464,2,928,0.2596759121830165,0.25,0.6491541971124779,0.245,6.948270559310913,,0.0146759121830164,msm_50_batches
10000,2154,2,4308,0.3926480141108094,0.25,0.312766213509114,0.3986,35.71761918067932,,0.0059519858891905,msm_50_batches
10000,10000,2,20000,0.011165213995903,0.25,0.05784995797892,0.0145,551.2013397216797,,0.0033347860040969,msm_50_batches
100,100,4,400,0.1621812298630932,0.25,0.2741197751668521,0.1769,1.98154878616333,,0.0147187701369067,msm_50_batches
100,464,4,1856,0.4364611882000555,0.25,0.5605299905360588,0.4491,9.35460352897644,,0.0126388117999444,msm_50_batches
100,2154,4,8616,0.4223548038010348,0.25,0.1559261338944801,0.422,68.04708361625671,,0.0003548038010347,msm_50_batches
100,10000,4,40000,0.2692202962972718,0.25,0.0176214815108204,0.2822,992.9159691333772,,0.0129797037027281,msm_50_batches
464,100,4,400,0.4333041370832565,0.25,0.8558283672539277,0.4576,2.4890897274017334,,0.0242958629167435,msm_50_batches
464,464,4,1856,0.4749029956768132,0.25,0.1950374860087073,0.4495,8.933831691741943,,0.0254029956768132,msm_50_batches
464,2154,4,8616,0.4132034988146706,0.25,0.1734727971986822,0.4138,65.56379008293152,,0.0005965011853293,msm_50_batches
464,10000,4,40000,0.4270577219182693,0.25,0.0144801373093438,0.4285,1217.7921514511108,,0.0014422780817306,msm_50_batches
2154,100,4,400,0.0493717009101741,0.25,0.773799287244182,0.0847,1.8512890338897705,,0.0353282990898258,msm_50_batches
2154,464,4,1856,0.3256521661704955,0.25,0.4277373293360762,0.3241,11.205968856811523,,0.0015521661704955,msm_50_batches
2154,2154,4,8616,0.3517584940763265,0.25,0.1874880243993058,0.3477,68.65300250053406,,0.0040584940763264,msm_50_batches
2154,10000,4,40000,0.3051204063233148,0.25,0.0176767431333995,0.3838,1082.085025548935,,0.0786795936766852,msm_50_batches
10000,100,4,400,0.399807630868014,0.25,0.2136932376295811,0.3983,3.1051387786865234,,0.0015076308680139,msm_50_batches
10000,464,4,1856,0.0172856099358171,0.25,0.7672845084217665,0.0224,10.907729387283323,,0.0051143900641828,msm_50_batches
10000,2154,4,8616,0.3851193672774899,0.25,0.0716439061352486,0.3844,63.88460898399353,,0.0007193672774899,msm_50_batches
10000,10000,4,40000,0.3658643003697635,0.25,0.0366622533863213,0.3701,1005.580296754837,,0.0042356996302365,msm_50_batches
100,100,1,100,0.1298491966491765,0.25,0.7444731530777321,0.1362,1.91536283493042,,0.0063508033508234,msm_50_batches
100,464,1,464,0.1285346494110733,0.25,0.221396700908201,0.1186,3.492873191833496,,0.0099346494110733,msm_50_batches
100,2154,1,2154,0.3161516587150639,0.25,0.1988042124611406,0.317,21.489420413970947,,0.0008483412849361,msm_50_batches
100,10000,1,10000,0.1726487307955407,0.25,0.0397895846854133,0.1663,380.24632120132446,,0.0063487307955407,msm_50_batches
464,100,1,100,0.3982943390036437,0.25,0.1425183377658446,0.4155,2.071622610092163,,0.0172056609963562,msm_50_batches
464,464,1,464,0.2230731160017286,0.25,0.3770825992073341,0.2279,4.590163707733154,,0.0048268839982713,msm_50_batches
464,2154,1,2154,0.3913747073920859,0.25,0.0247241269188685,0.3856,20.4924705028534,,0.0057747073920859,msm_50_batches
464,10000,1,10000,0.4952358918119203,0.25,0.0221840738068481,0.4852,389.2786548137665,,0.0100358918119203,msm_50_batches
2154,100,1,100,0.15012416976695,0.25,0.6745640237634105,0.152,2.883633613586426,,0.0018758302330499,msm_50_batches
2154,464,1,464,0.0715029141290496,0.25,0.7997765368973863,0.0619,4.565959692001343,,0.0096029141290496,msm_50_batches
2154,2154,1,2154,0.4506542181746369,0.25,0.0747720771851308,0.455,19.74693369865417,,0.0043457818253631,msm_50_batches
2154,10000,1,10000,0.2707796894436866,0.25,0.0463404620971584,0.2703,311.1759407520294,,0.0004796894436865,msm_50_batches
10000,100,1,100,0.4873701854275411,0.25,0.2076256618038143,0.4979,2.947328805923462,,0.0105298145724588,msm_50_batches
10000,464,1,464,0.3183022000009486,0.25,0.9173335630816306,0.3413,5.001412391662598,,0.0229977999990513,msm_50_batches
10000,2154,1,2154,0.4969565123052394,0.25,0.6604591626151223,0.4943,21.04267644882202,,0.0026565123052394,msm_50_batches
10000,10000,1,10000,0.2730354020714758,0.25,0.1107769222102828,0.2661,398.855806350708,,0.0069354020714758,msm_50_batches
100,100,2,200,0.2632129669527606,0.25,0.3045179879206202,0.2648,2.455556631088257,,0.0015870330472393,msm_50_batches
100,464,2,928,0.0677139515360849,0.25,0.8348540476317985,0.0627,7.1839354038238525,,0.0050139515360849,msm_50_batches
100,2154,2,4308,0.1778525854919405,0.25,0.2020919023349675,0.1762,35.2327938079834,,0.0016525854919405,msm_50_batches
100,10000,2,20000,0.0131092836481866,0.25,0.0923456215118775,0.0112,630.2260916233063,,0.0019092836481866,msm_50_batches
464,100,2,200,0.0801975897598245,0.25,0.7060518043359332,0.0568,2.190366744995117,,0.0233975897598245,msm_50_batches
464,464,2,928,0.372818596353748,0.25,0.4780313079652833,0.3723,8.806153774261475,,0.000518596353748,msm_50_batches
464,2154,2,4308,0.0151998449643944,0.25,0.0585933629291358,0.0159,35.956061601638794,,0.0007001550356055,msm_50_batches
